icpsr,bioname,chamber,party_code,wing,nominate_dim1,nominate_dim2,state_abbrev,born,died,gen,region,total_vote,iso_num,oppo_per,first_cong,last_cong,congress_num,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
2267,"CURTIS, Carl Thomas",House,Republican,Center,0.492,-0.004,NE,1905,2000,greatest,Midwest,1094,483,0.441499086,76,95,20,X,X,0.75,0.538461538,0.2,0.4,0.4375,0.769230769,0.545454545,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2267,"CURTIS, Carl Thomas",Senate,Republican,Center,0.492,-0.004,NE,1905,2000,greatest,Midwest,1094,483,0.441499086,76,95,20,X,X,X,X,X,X,X,X,X,X,0.576923077,0.710526316,0.622222222,0.770491803,0.784615385,0.594594595,0.411111111,0.333333333,0.172661871,0.218181818,0.256097561,0.4,X,X,X,X,X,X,X
3018,"EVANS, Marcellus Hugh",House,Democrat,Left,-0.339,-0.508,NY,1884,1953,lost,North,50,22,0.44,74,76,3,0.307692308,0.3,0.555555556,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14300,"BUMPERS, Dale",Senate,Democrat,Center,-0.362,0.389,AR,1925,2016,greatest,South,878,386,0.439635535,94,105,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.314606742,0.363636364,0.264367816,0.586956522,0.566666667,0.5,0.503937008,0.396396396,0.393939394
10573,"BROWN, George Edward, Jr.",House,Democrat,Left,-0.506,-0.028,CA,1920,1999,greatest,West,1157,508,0.439066551,88,106,14,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.166666667,0.452380952,0.78125,0.677419355,X,0.381578947,0.352941176,0.41958042,0.290076336,0.404494382,0.534883721,0.607843137,0.539007092,0.32967033,0.219512195
15425,"JOHNSON, Timothy Peter (Tim)",House,Democrat,Center,-0.25,0.143,SD,1946,NA,boomer,Midwest,294,129,0.43877551,100,113,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.516129032,0.393617021,0.266666667
641,"BENNETT, Marion Tinsley",House,Republican,Right,0.346,0.096,MO,1914,2000,greatest,Midwest,57,25,0.438596491,78,80,3,X,X,X,X,0.222222222,0.52173913,0.5625,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14289,"LUNDINE, Stanley Nelson",House,Democrat,Left,-0.31,-0.273,NY,1939,NA,silent,North,623,273,0.438202247,94,99,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2,0.411392405,0.401515152,0.432989691,0.467889908,0.597826087,X,X,X
11067,"GAYDOS, Joseph Matthew",House,Democrat,Center,-0.278,0.398,PA,1926,2015,greatest,North,1196,524,0.43812709,91,102,12,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.390243902,0.566666667,0.632183908,0.367816092,0.543209877,0.492857143,0.289719626,0.423076923,0.46,0.390410959,0.287234043,0.333333333
5073,"JORDAN, Benjamin Everett",Senate,Democrat,Right,-0.093,0.985,NC,1896,1974,lost,South,525,230,0.438095238,85,92,8,X,X,X,X,X,X,X,X,X,X,X,0.714285714,0.638297872,0.492063492,0.587301587,0.383561644,0.306666667,0.379746835,0.369369369,X,X,X,X,X,X,X,X,X,X
10791,"PRYOR, David Hampton",House,Democrat,Right,-0.322,0.598,AR,1934,NA,silent,South,804,352,0.437810945,89,104,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.25,0.170731707,0.534883721,X,X,X,X,X,X,X,X,X,X
10791,"PRYOR, David Hampton",Senate,Democrat,Right,-0.322,0.598,AR,1934,NA,silent,South,804,352,0.437810945,89,104,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.247311828,0.56,0.532608696,0.552,0.515873016,0.373831776,0.27027027
14075,"TRAXLER, Jerome Bob",House,Democrat,Center,-0.33,0.126,MI,1931,NA,silent,Midwest,1019,446,0.437684004,93,102,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.470588235,0.255813953,0.415584416,0.377952756,0.376237624,0.543307087,0.612612613,0.529801325,0.340909091,0.275
8229,"SAUTHOFF, Harry",House,Independent,Left,-0.119,-0.744,WI,1879,1966,missionary,Midwest,80,35,0.4375,74,78,4,0.733333333,0.909090909,X,0.333333333,0.111111111,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
494,"BARTON, Bruce",House,Republican,Center,0.178,-0.206,NY,1886,1967,lost,North,32,14,0.4375,75,76,2,X,0.5,0.428571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14049,"RYAN, Leo Joseph",House,Democrat,Center,-0.364,0.001,CA,1925,1978,greatest,West,311,136,0.437299035,93,96,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.475,0.3625,0.456953642,X,X,X,X,X,X,X
10768,"SCHEUER, James Haas",House,Democrat,Left,-0.478,-0.349,NY,1920,2005,greatest,North,1196,523,0.43729097,89,102,13,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.058823529,0.297297297,0.696969697,0.574074074,X,0.352941176,0.45625,0.278571429,0.37,0.529411765,0.657894737,0.54248366,0.382022472,0.272727273
9693,"VURSELL, Charles Wesley",House,Republican,Center,0.439,-0.214,IL,1881,1974,missionary,Midwest,135,59,0.437037037,78,85,8,X,X,X,X,0.411764706,0.625,0.8125,0.692307692,0.583333333,0.25,0.076923077,0.142857143,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4919,"JENKS, Arthur Byron",House,Republican,Center,0.202,-0.662,NH,1866,1947,missionary,North,55,24,0.436363636,75,77,3,X,0.5,0.555555556,0.272727273,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
590,"BELCHER, Page Henry",House,Republican,Right,0.275,0.173,OK,1899,1980,lost,Southwest,330,144,0.436363636,82,92,11,X,X,X,X,X,X,X,X,0.444444444,0.416666667,0.461538462,0.541666667,0.523809524,0.58974359,0.576923077,0.5625,0.5,0.261904762,0.160714286,X,X,X,X,X,X,X,X,X,X
10803,"EDMONDSON, James Howard",Senate,Democrat,Center,-0.197,0.243,OK,1925,1971,greatest,Southwest,55,24,0.436363636,88,88,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.436363636,X,X,X,X,X,X,X,X,X,X,X,X,X,X
22,"ADAMS, Alva Blanchard",Senate,Democrat,Center,-0.064,0.228,CO,1875,1941,missionary,Rockies,117,51,0.435897436,68,77,4,0.176470588,0.4,0.428571429,0.62962963,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
2061,"COPELAND, Oren Sturman",House,Republican,Center,0.409,-0.17,NE,1887,1958,lost,Midwest,39,17,0.435897436,77,77,1,X,X,X,0.435897436,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14211,"CORNELL, Robert John",House,Democrat,Left,-0.324,-0.366,WI,1919,2009,greatest,Midwest,257,112,0.435797665,94,95,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.377777778,0.467065868,X,X,X,X,X,X,X
14282,"WIRTH, Timothy E.",House,Democrat,Left,-0.293,-0.315,CO,1939,NA,silent,Rockies,1012,441,0.435770751,94,102,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.317647059,0.429487179,0.323529412,0.485148515,0.537878788,0.614035088,X,X,X
14282,"WIRTH, Timothy E.",Senate,Democrat,Left,-0.293,-0.315,CO,1939,NA,silent,Rockies,1012,441,0.435770751,94,102,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.463414634,0.38317757,0.25862069
14668,"TAUKE, Thomas Joseph",House,Republican,Center,0.27,-0.775,IA,1950,NA,boomer,Midwest,739,322,0.435723951,96,101,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.368794326,0.38317757,0.485074627,0.539130435,0.456375839,0.365591398,X
14632,"HALL, Tony Patrick",House,Democrat,Center,-0.28,0.155,OH,1942,NA,silent,Midwest,753,328,0.435590969,96,107,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.346938776,0.366336634,0.515625,0.609090909,0.5,0.351648352,0.19047619
6204,"McCULLOCH, William Moore",House,Republican,Center,0.287,-0.237,OH,1901,1980,greatest,Midwest,340,148,0.435294118,80,92,13,X,X,X,X,X,X,0.4,0.727272727,0.363636364,0.538461538,0.466666667,0.576923077,0.523809524,0.534883721,0.548387097,0.461538462,0.432432432,0.184210526,0.15625,X,X,X,X,X,X,X,X,X,X
4299,"HEMPHILL, Robert Witherspoon",House,Democrat,Right,-0.129,0.992,SC,1915,1983,greatest,South,108,47,0.435185185,85,88,4,X,X,X,X,X,X,X,X,X,X,X,0.5,0.684210526,0.372093023,0.222222222,X,X,X,X,X,X,X,X,X,X,X,X,X,X
9890,"WEARIN, Otha Donner",House,Democrat,Center,-0.237,0.101,IA,1903,1990,greatest,Midwest,23,10,0.434782609,73,75,2,0.428571429,0.444444444,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14604,"BARNES, Michael Darr",House,Democrat,Left,-0.343,-0.513,MD,1943,NA,silent,South,502,218,0.434262948,96,99,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.322147651,0.345794393,0.474074074,0.621621622,X,X,X
4276,"HECHLER, Kenneth William",House,Democrat,Left,-0.31,-0.292,WV,1914,NA,greatest,South,479,208,0.434237996,86,94,9,X,X,X,X,X,X,X,X,X,X,X,X,0.368421053,0,0.032258065,0.092592593,0.142857143,0.574468085,0.634920635,0.741573034,0.622222222,X,X,X,X,X,X,X,X
10808,"KENNEDY, Edward Moore (Ted)",Senate,Democrat,Left,-0.443,-0.49,MA,1932,2009,silent,North,1344,583,0.433779762,88,111,15,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.105263158,0.082191781,0.185714286,0.418918919,0.52238806,0.490566038,0.454545455,0.359550562,0.359375,0.626373626,0.627906977,0.5390625,0.521008403,0.458715596,0.343283582
15104,"KANJORSKI, Paul E.",House,Democrat,Center,-0.303,0.364,PA,1937,NA,silent,North,413,179,0.433414044,99,111,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.504347826,0.46835443,0.347368421,0.311111111
5306,"KITCHIN, Alvin Paul",House,Democrat,Right,0.01,1,NC,1908,1983,greatest,South,90,39,0.433333333,85,87,3,X,X,X,X,X,X,X,X,X,X,X,0.379310345,0.619047619,0.375,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10635,"WEAVER, James Dorman",House,Republican,Center,0.2,-0.321,PA,1920,2003,greatest,North,30,13,0.433333333,88,88,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.433333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10015,"WHITE, Compton Ignatius",House,Democrat,Center,-0.177,0.148,ID,1877,1956,missionary,Rockies,97,42,0.432989691,73,81,7,0.307692308,0.333333333,0.428571429,0.5,0.444444444,0.4,X,0.555555556,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8009,"RODGERS, Robert Lewis",House,Republican,Center,0.371,-0.407,PA,1875,1960,missionary,North,111,48,0.432432432,76,79,4,X,X,0.64516129,0.375,0.210526316,0.428571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10534,"MARTIN, David Thomas",House,Republican,Right,0.33,0.245,NE,1907,1997,greatest,Midwest,331,143,0.432024169,87,93,7,X,X,X,X,X,X,X,X,X,X,X,X,X,0.526315789,0.586206897,0.479166667,0.514285714,0.463414634,0.305084746,0.345679012,X,X,X,X,X,X,X,X,X
14922,"ROCKEFELLER, John Davison IV (Jay)",Senate,Democrat,Center,-0.326,0.177,WV,1937,NA,silent,South,433,187,0.43187067,99,113,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.428571429,0.503875969,0.405405405,0.343283582
13039,"SARBANES, Paul Spyros",House,Democrat,Left,-0.435,-0.221,MD,1933,NA,silent,South,1045,451,0.431578947,92,109,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.464285714,0.370786517,0.209876543,X,X,X,X,X,X,X,X
13039,"SARBANES, Paul Spyros",Senate,Democrat,Left,-0.435,-0.221,MD,1933,NA,silent,South,1045,451,0.431578947,92,109,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.373737374,0.273684211,0.56043956,0.604166667,0.527131783,0.534351145,0.387387387,0.328358209
15071,"TORRICELLI, Robert Guy",House,Democrat,Left,-0.262,-0.118,NJ,1951,NA,boomer,North,524,226,0.43129771,98,107,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.417910448,0.589285714,0.470198675,0.288888889,0.189189189
15048,"OLIN, James R.",House,Democrat,Center,-0.119,0.05,VA,1920,2006,greatest,South,545,235,0.431192661,98,102,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.425373134,0.51754386,0.512658228,0.308510638,0.2
10577,"BURTON, Phillip",House,Democrat,Left,-0.634,-0.304,CA,1926,1983,greatest,West,754,325,0.431034483,88,98,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0.142857143,0.12195122,0.565217391,0.603448276,0.426829268,0.370786517,0.524475524,0.434108527,0.509803922,0.25,X,X,X,X
10819,"RUSSELL, Donald Stuart",Senate,Democrat,Right,-0.031,0.87,SC,1906,1998,greatest,South,58,25,0.431034483,89,89,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.431034483,X,X,X,X,X,X,X,X,X,X,X,X,X
15062,"SMITH, Lawrence Jack",House,Democrat,Center,-0.355,0.075,FL,1941,NA,silent,South,520,224,0.430769231,98,102,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.46969697,0.472727273,0.482758621,0.322222222,0.255813953
10521,"GOODLING, George Atlee",House,Republican,Right,0.455,0.018,PA,1896,1982,lost,North,302,130,0.430463576,87,93,6,X,X,X,X,X,X,X,X,X,X,X,X,X,0.428571429,0.533333333,X,0.5,0.413043478,0.288135593,0.470588235,X,X,X,X,X,X,X,X,X
14702,"BRADLEY, William Warren (Bill)",Senate,Democrat,Left,-0.313,-0.568,NJ,1943,NA,silent,North,697,300,0.430416069,96,104,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.329787234,0.510204082,0.528735632,0.39516129,0.447154472,0.407407407,0.396825397
14820,"EVANS, Thomas Cooper",House,Republican,Center,0.247,-0.969,IA,1924,2005,greatest,Midwest,351,151,0.43019943,97,99,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.289719626,0.503703704,0.47706422,X,X,X
14815,"DWYER, Bernard James",House,Democrat,Center,-0.373,0.048,NJ,1921,1998,greatest,North,644,277,0.430124224,97,102,6,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.354545455,0.459259259,0.565217391,0.496688742,0.287234043,0.230769231
14029,"LEHMAN, William",House,Democrat,Left,-0.483,-0.001,FL,1913,2005,greatest,South,1091,469,0.429880843,93,102,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.365853659,0.271604938,0.3625,0.35,0.413461538,0.519083969,0.633928571,0.538961039,0.406593407,0.222222222
10818,"PELL, Claiborne de Borda",Senate,Democrat,Left,-0.332,-0.326,RI,1918,2009,greatest,North,1531,658,0.429784455,87,104,16,X,X,X,X,X,X,X,X,X,X,X,X,X,0.112903226,0.138461538,0.136986301,0.204545455,0.464285714,0.568,0.55,0.362637363,0.412371134,0.344086022,0.582524272,0.688888889,0.563909774,0.545454545,0.4,0.307692308
6137,"McCARTHY, Joseph Raymond",Senate,Republican,Right,0.287,0.01,WI,1908,1957,greatest,Midwest,128,55,0.4296875,80,85,6,X,X,X,X,X,X,0.222222222,0.347826087,0.25,0.705882353,0.448979592,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14602,"ATKINSON, Eugene Vincent",House,Democrat,Center,-0.042,0.006,PA,1927,2016,greatest,North,254,109,0.429133858,96,96,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.547297297,X,X,X,X,X,X
94602,"ATKINSON, Eugene Vincent",House,Republican,Center,0.069,-0.186,PA,1927,2016,greatest,North,254,109,0.429133858,97,97,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.264150943,X,X,X,X,X
14039,"MOAKLEY, John Joseph",House,Independent,Left,-0.418,-0.054,MA,1927,2001,greatest,North,1110,476,0.428828829,93,107,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.386363636,X,X,X,X,X,X,X,X,X
14039,"MOAKLEY, John Joseph",House,Democrat,Left,-0.418,-0.054,MA,1927,2001,greatest,North,1110,476,0.428828829,93,107,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.255813953,0.420731707,0.366906475,0.415841584,0.507575758,0.619469027,0.503311258,0.380434783,0.227272727
14666,"SWIFT, Allan Byron",House,Democrat,Center,-0.43,0.099,WA,1935,NA,silent,West,800,343,0.42875,96,103,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.346938776,0.327272727,0.52238806,0.622807018,0.49044586,0.308510638,0.204545455
2459,"DEEN, Braswell Drue",House,Democrat,Right,-0.038,0.883,GA,1893,1981,lost,South,21,9,0.428571429,73,75,2,0.466666667,0.333333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
6599,"MONTET, Numa Francois",House,Democrat,Center,-0.149,0.387,LA,1892,1985,lost,South,7,3,0.428571429,71,74,1,0.428571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
8039,"ROGERS, William Nathaniel",House,Democrat,Left,-0.347,-0.27,NH,1892,1945,lost,North,14,6,0.428571429,68,74,1,0.428571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
4455,"HITCHCOCK, Herbert Emery",Senate,Democrat,Right,-0.119,0.993,SD,1867,1958,missionary,Midwest,7,3,0.428571429,75,75,1,X,0.428571429,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3737,"GRAHAM, Louis Edward",House,Republican,Center,0.329,-0.314,PA,1880,1965,missionary,North,168,72,0.428571429,76,83,8,X,X,0.666666667,0.4,0.157894737,0.434782609,0.375,0.615384615,0.416666667,0.166666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5071,"JONES, Woodrow Wilson",House,Democrat,Right,0.08,0.997,NC,1914,2002,greatest,South,42,18,0.428571429,81,84,4,X,X,X,X,X,X,X,0,0.166666667,0.571428571,0.533333333,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
652,"BENTLEY, Alvin Morell",House,Republican,Center,0.331,-0.294,MI,1918,1969,greatest,Midwest,70,30,0.428571429,83,86,4,X,X,X,X,X,X,X,X,X,0.5,0.307692308,0.625,0.238095238,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10542,"NYGAARD, Hjalmar Carl",House,Republican,Center,0.226,-0.036,ND,1906,1963,greatest,Midwest,49,21,0.428571429,87,88,2,X,X,X,X,X,X,X,X,X,X,X,X,X,0.395348837,0.666666667,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14517,"ALLEN, Maryon Pittman",Senate,Democrat,Right,0.128,0.452,AL,1925,NA,greatest,South,28,12,0.428571429,95,95,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.428571429,X,X,X,X,X,X,X
14653,"RATCHFORD, William Richard",House,Democrat,Left,-0.355,-0.267,CT,1934,2011,silent,North,383,164,0.428198433,96,98,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.4,0.366972477,0.507462687,X,X,X,X
14649,"MATSUI, Robert T.",House,Democrat,Left,-0.404,-0.03,CA,1941,2005,silent,West,785,336,0.428025478,96,108,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.326530612,0.261261261,0.511111111,0.617391304,0.510204082,0.344086022,0.324324324
1021,"BREWSTER, Ralph Owen",House,Republican,Center,0.271,-0.393,ME,1888,1961,lost,North,173,74,0.427745665,74,82,9,0.692307692,1,0.444444444,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1021,"BREWSTER, Ralph Owen",Senate,Republican,Center,0.271,-0.393,ME,1888,1961,lost,North,173,74,0.427745665,74,82,9,X,X,X,0.384615385,0.222222222,0.5,0.15,0.56,0.285714286,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14243,"KELLY, Richard",House,Republican,Right,0.504,0.078,FL,1924,2005,greatest,South,398,170,0.427135678,94,96,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.436781609,0.392857143,0.461538462,X,X,X,X,X,X
13008,"BYRON, Goodloe Edgar",House,Democrat,Right,-0.014,0.513,MD,1929,1978,silent,South,394,168,0.426395939,92,95,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.327868852,0.584269663,0.430232558,0.373417722,X,X,X,X,X,X,X
9339,"THOMPSON, Theo Ashton",House,Democrat,Right,-0.222,0.975,LA,1916,1965,greatest,South,115,49,0.426086957,83,89,7,X,X,X,X,X,X,X,X,X,0.5,0.333333333,0.526315789,0.5625,0.45,0.36,0.181818182,X,X,X,X,X,X,X,X,X,X,X,X,X
986,"BRAY, William Gilmer",House,Republican,Right,0.235,0.109,IN,1903,1979,greatest,Midwest,446,190,0.426008969,82,93,12,X,X,X,X,X,X,X,X,0.5,0.416666667,0.357142857,0.482758621,0.619047619,0.477272727,0.517241379,0.529411765,0.552631579,0.347826087,0.245901639,0.359550562,X,X,X,X,X,X,X,X,X
14238,"HUGHES, William John",House,Democrat,Left,-0.153,-0.204,NJ,1932,NA,silent,North,1045,445,0.425837321,94,103,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.25,0.469512195,0.429577465,0.372727273,0.470149254,0.561403509,0.467532468,0.305263158,0.363636364
15107,"MANTON, Thomas J.",House,Democrat,Center,-0.361,0.382,NY,1932,2006,silent,North,395,168,0.425316456,99,105,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.547169811,0.493421053,0.265957447,0.23255814
12006,"CAMP, John Newbold Happy",House,Republican,Right,0.408,0.365,OK,1908,1987,greatest,Southwest,167,71,0.425149701,91,93,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.431818182,0.333333333,0.492753623,X,X,X,X,X,X,X,X,X
5072,"JONKMAN, Bartel John",House,Republican,Center,0.394,-0.3,MI,1884,1955,lost,Midwest,113,48,0.424778761,76,80,5,X,X,0.705882353,0.525,0.117647059,0.434782609,0.1875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14246,"KREBS, John Hans",House,Democrat,Left,-0.279,-0.12,CA,1926,2014,greatest,West,259,110,0.424710425,94,95,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.333333333,0.473372781,X,X,X,X,X,X,X
10595,"HAWKINS, Augustus Freeman (Gus)",House,Democrat,Left,-0.517,-0.369,CA,1907,2007,greatest,West,1120,475,0.424107143,88,101,14,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.04,0.048780488,0.103448276,0.558823529,0.581395349,0.492307692,0.265060241,0.401515152,0.358208955,0.39047619,0.495412844,0.65,0.55033557,0.394366197,X
15061,"SLATTERY, James Charles",House,Democrat,Left,-0.099,-0.04,KS,1948,NA,boomer,Midwest,540,229,0.424074074,98,103,5,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.525925926,0.47826087,0.446666667,0.263157895,0.244444444
9168,"TALLE, Henry Oscar",House,Republican,Center,0.27,-0.037,IA,1892,1969,lost,Midwest,210,89,0.423809524,76,85,10,X,X,0.6875,0.375,0.210526316,0.36,0.25,0.583333333,0.272727273,0.538461538,0.466666667,0.407407407,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
10727,"FORD, William David",House,Democrat,Left,-0.516,0.098,MI,1927,2004,greatest,Midwest,1211,513,0.423616846,89,103,14,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.076923077,0.027027027,0.279069767,0.479166667,0.410958904,0.273972603,0.380952381,0.368,0.468085106,0.528,0.636363636,0.570512821,0.470588235,0.279069767
2389,"DAVIS, James Curran",House,Democrat,Right,0.08,0.997,GA,1895,1981,lost,South,144,61,0.423611111,80,87,8,X,X,X,X,X,X,0.125,0.333333333,0.166666667,0.307692308,0.142857143,0.461538462,0.631578947,0.71875,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
14208,"BONKER, Don Leroy",House,Democrat,Left,-0.336,-0.059,WA,1937,NA,silent,West,857,363,0.423570595,94,100,7,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.21686747,0.366013072,0.346153846,0.351851852,0.496240602,0.628571429,0.510344828,X,X
14509,"SASSER, James Ralph",Senate,Democrat,Right,-0.355,0.562,TN,1936,NA,silent,South,791,335,0.423514539,95,103,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.305882353,0.233766234,0.427083333,0.552083333,0.526315789,0.4921875,0.4,0.303030303
11060,"ZWACH, John Matthew",House,Republican,Center,0.179,-0.254,MN,1907,1990,greatest,Midwest,222,94,0.423423423,90,93,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.404761905,0.302325581,0.483333333,0.454545455,X,X,X,X,X,X,X,X,X
10807,"JORDAN, Leonard Beck (Len)",Senate,Republican,Center,0.373,-0.36,ID,1899,1983,lost,Rockies,450,190,0.422222222,87,92,6,X,X,X,X,X,X,X,X,X,X,X,X,X,0.842105263,0.707692308,0.513513514,0.420454545,0.325301205,0.214876033,X,X,X,X,X,X,X,X,X,X
14600,"ALBOSTA, Donald Joseph",House,Democrat,Center,-0.258,0.294,MI,1925,2014,greatest,Midwest,372,157,0.422043011,96,98,3,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.401459854,0.323529412,0.518796992,X,X,X,X
8147,"RUTHERFORD, J. T.",House,Democrat,Right,-0.152,0.932,TX,1921,2006,greatest,Southwest,109,46,0.422018349,84,87,4,X,X,X,X,X,X,X,X,X,X,0.466666667,0.413793103,0.476190476,0.386363636,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
